line,move,espeed,dir,end,x,y,z,pitch,roll,yaw,fspeed
3874,2,6,1,0,390.9598,-13.3587,3.7,0,0,0,
3877,2,6,1,0,389.4495,-13.3094,3.7,0,0,0,
3880,2,6,1,0,387.9383,-13.2503,3.7,0,0,0,
3883,2,6,1,0,386.4263,-13.1815,3.7,0,0,0,
3886,2,6,1,0,384.9136,-13.1028,3.7,0,0,0,
3889,2,6,1,0,383.4002,-13.0142,3.7,0,0,0,
3892,2,6,1,0,381.8862,-12.9156,3.7,0,0,0,
3895,2,6,1,0,380.3717,-12.8069,3.7,0,0,0,
3898,2,6,1,0,378.8568,-12.688,3.7,0,0,0,
3901,2,6,1,0,377.3414,-12.5588,3.7,0,0,0,
3904,2,6,1,0,375.8258,-12.4192,3.7,0,0,0,
3907,2,6,1,0,374.31,-12.2691,3.7,0,0,0,
3910,2,6,1,0,372.7941,-12.1084,3.7,0,0,0,
3913,2,6,1,0,371.2781,-11.9371,3.7,0,0,0,
3916,2,6,1,0,369.7622,-11.7549,3.7,0,0,0,
3919,2,6,1,0,368.2464,-11.5618,3.7,0,0,0,
3922,2,6,1,0,366.7308,-11.3576,3.7,0,0,0,
3925,2,6,1,0,365.2156,-11.1421,3.7,0,0,0,
3928,2,6,1,0,363.7009,-10.9152,3.7,0,0,0,
3931,2,6,1,0,362.1867,-10.6766,3.7,0,0,0,
3934,2,6,1,0,360.6733,-10.4261,3.7,0,0,0,
3937,2,6,1,0,359.1607,-10.1635,3.7,0,0,0,
3940,2,6,1,0,357.6491,-9.8885,3.7,0,0,0,
3943,2,6,1,0,356.1386,-9.6009,3.7,0,0,0,
3946,2,6,1,0,354.6294,-9.3006,3.7,0,0,0,
3949,2,6,1,0,353.1217,-8.9872,3.7,0,0,0,
3952,2,6,1,0,351.6156,-8.6605,3.7,0,0,0,
3955,2,6,1,0,350.1113,-8.3202,3.7,0,0,0,
3958,2,6,1,0,348.609,-7.9661,3.7,0,0,0,
3961,2,6,1,0,347.1089,-7.5979,3.7,0,0,0,
3964,2,6,1,0,345.6112,-7.2151,3.7,0,0,0,
3967,2,6,1,0,344.1163,-6.8173,3.7,0,0,0,
3970,2,6,1,0,342.6244,-6.4038,3.7,0,0,0,
3973,2,6,1,0,341.136,-5.9741,3.7,0,0,0,
3976,2,6,1,0,339.6512,-5.5278,3.7,0,0,0,
3979,2,6,1,0,338.1705,-5.0644,3.7,0,0,0,
3982,2,6,1,0,336.6943,-4.5832,3.7,0,0,0,
3985,2,6,1,0,335.2231,-4.0837,3.7,0,0,0,
3988,2,6,1,0,333.7572,-3.5653,3.7,0,0,0,
3991,2,6,1,0,332.2973,-3.0272,3.7,0,0,0,
3994,2,6,1,0,330.8441,-2.4682,3.7,0,0,0,
3997,2,6,1,0,329.3985,-1.8872,3.7,0,0,0,
4000,2,6,1,0,327.9612,-1.2832,3.7,0,0,0,
4003,2,6,1,0,326.5334,-0.6547,3.7,0,0,0,
4006,2,6,1,0,325.1164,0,3.7,0,0,0,
4009,2,6,1,0,326.475,0.6562,3.7,0,0,0,
4012,2,6,1,0,327.8459,1.2892,3.7,0,0,0,
4015,2,6,1,0,329.2281,1.8999,3.7,0,0,0,
4018,2,6,1,0,330.6207,2.4896,3.7,0,0,0,
4021,2,6,1,0,332.023,3.0592,3.7,0,0,0,
4024,2,6,1,0,333.434,3.6098,3.7,0,0,0,
4027,2,6,1,0,334.8532,4.1423,3.7,0,0,0,
4030,2,6,1,0,336.28,4.6578,3.7,0,0,0,
4033,2,6,1,0,337.7139,5.1566,3.7,0,0,0,
4036,2,6,1,0,339.1546,5.6392,3.7,0,0,0,
4039,2,6,1,0,340.6017,6.1059,3.7,0,0,0,
4042,2,6,1,0,342.055,6.5573,3.7,0,0,0,
4045,2,6,1,0,343.514,6.9936,3.7,0,0,0,
4048,2,6,1,0,344.9786,7.4153,3.7,0,0,0,
4051,2,6,1,0,346.4484,7.8229,3.7,0,0,0,
4054,2,6,1,0,347.9232,8.2168,3.7,0,0,0,
4057,2,6,1,0,349.4026,8.5975,3.7,0,0,0,
4060,2,6,1,0,350.8866,8.9651,3.7,0,0,0,
4063,2,6,1,0,352.3749,9.3199,3.7,0,0,0,
4066,2,6,1,0,353.8674,9.6621,3.7,0,0,0,
4069,2,6,1,0,355.3639,9.9917,3.7,0,0,0,
4072,2,6,1,0,356.8643,10.3092,3.7,0,0,0,
4075,2,6,1,0,358.3684,10.6145,3.7,0,0,0,
4078,2,6,1,0,359.8762,10.9079,3.7,0,0,0,
4081,2,6,1,0,361.3873,11.1896,3.7,0,0,0,
4084,2,6,1,0,362.9018,11.4597,3.7,0,0,0,
4087,2,6,1,0,364.4195,11.7183,3.7,0,0,0,
4090,2,6,1,0,365.9404,11.9658,3.7,0,0,0,
4093,2,6,1,0,367.4641,12.2021,3.7,0,0,0,
4096,2,6,1,0,368.9908,12.4275,3.7,0,0,0,
4099,2,6,1,0,370.5202,12.6421,3.7,0,0,0,
4102,2,6,1,0,372.0524,12.846,3.7,0,0,0,
4105,2,6,1,0,373.5871,13.0391,3.7,0,0,0,
4108,2,6,1,0,375.1243,13.2216,3.7,0,0,0,
4111,2,6,1,0,376.664,13.3935,3.7,0,0,0,
4114,2,6,1,0,378.206,13.5548,3.7,0,0,0,
4117,2,6,1,0,379.7504,13.7057,3.7,0,0,0,
4120,2,6,1,0,381.2969,13.8463,3.7,0,0,0,
4123,2,6,1,0,382.8455,13.9764,3.7,0,0,0,
4126,2,6,1,0,384.3962,14.0963,3.7,0,0,0,
4129,2,6,1,0,385.9488,14.206,3.7,0,0,0,
4132,2,6,1,0,387.5033,14.3055,3.7,0,0,0,
4135,2,6,1,0,389.0597,14.3948,3.7,0,0,0,
4138,2,6,1,0,390.6179,14.4738,3.7,0,0,0,
4141,2,6,1,0,392.1777,14.5426,3.7,0,0,0,
4144,2,6,1,0,393.7392,14.6013,3.7,0,0,0,
4147,2,6,1,0,395.3022,14.6497,3.7,0,0,0,
4150,2,6,1,0,396.8667,14.688,3.7,0,0,0,
4153,2,6,1,0,398.4327,14.7161,3.7,0,0,0,
4156,2,6,1,0,400,14.734,3.7,0,0,0,
4159,2,6,1,0,401.5686,14.7417,3.7,0,0,0,
4162,2,6,1,0,403.1385,14.7392,3.7,0,0,0,
4165,2,6,1,0,404.7095,14.7265,3.7,0,0,0,
4168,2,6,1,0,406.2816,14.7034,3.7,0,0,0,
4171,2,6,1,0,407.8547,14.6699,3.7,0,0,0,
4174,2,6,1,0,409.4288,14.626,3.7,0,0,0,
4177,2,6,1,0,411.0037,14.5716,3.7,0,0,0,
4180,2,6,1,0,412.5795,14.5066,3.7,0,0,0,
4183,2,6,1,0,414.156,14.4311,3.7,0,0,0,
4186,2,6,1,0,415.7332,14.3449,3.7,0,0,0,
4189,2,6,1,0,417.311,14.248,3.7,0,0,0,
4192,2,6,1,0,418.8892,14.1403,3.7,0,0,0,
4195,2,6,1,0,420.4679,14.0217,3.7,0,0,0,
4198,2,6,1,0,422.047,13.8921,3.7,0,0,0,
4201,2,6,1,0,423.6263,13.7513,3.7,0,0,0,
4204,2,6,1,0,425.2058,13.5993,3.7,0,0,0,
4207,2,6,1,0,426.7853,13.4359,3.7,0,0,0,
4210,2,6,1,0,428.3648,13.2609,3.7,0,0,0,
4213,2,6,1,0,429.9442,13.0743,3.7,0,0,0,
4216,2,6,1,0,431.5234,12.8759,3.7,0,0,0,
4219,2,6,1,0,433.1022,12.6657,3.7,0,0,0,
4222,2,6,1,0,434.6806,12.4434,3.7,0,0,0,
4225,2,6,1,0,436.2585,12.2088,3.7,0,0,0,
4228,2,6,1,0,437.8356,11.9618,3.7,0,0,0,
4231,2,6,1,0,439.4119,11.7021,3.7,0,0,0,
4234,2,6,1,0,440.9872,11.4294,3.7,0,0,0,
4237,2,6,1,0,442.5614,11.1435,3.7,0,0,0,
4240,2,6,1,0,444.1343,10.8441,3.7,0,0,0,
4243,2,6,1,0,445.7058,10.5311,3.7,0,0,0,
4246,2,6,1,0,447.2756,10.204,3.7,0,0,0,
4249,2,6,1,0,448.8435,9.8627,3.7,0,0,0,
4252,2,6,1,0,450.4094,9.5068,3.7,0,0,0,
4255,2,6,1,0,451.9731,9.136,3.7,0,0,0,
4258,2,6,1,0,453.5343,8.7499,3.7,0,0,0,
4261,2,6,1,0,455.0927,8.3482,3.7,0,0,0,
4264,2,6,1,0,456.6481,7.9304,3.7,0,0,0,
4267,2,6,1,0,458.2,7.4958,3.7,0,0,0,
4270,2,6,1,0,459.7483,7.0439,3.7,0,0,0,
4273,2,6,1,0,461.2924,6.574,3.7,0,0,0,
4276,2,6,1,0,462.8319,6.0857,3.7,0,0,0,
4279,2,6,1,0,464.3665,5.5783,3.7,0,0,0,
4282,2,6,1,0,465.8955,5.051,3.7,0,0,0,
4285,2,6,1,0,467.4185,4.5033,3.7,0,0,0,
4288,2,6,1,0,468.935,3.9344,3.7,0,0,0,
4291,2,6,1,0,470.4441,3.3432,3.7,0,0,0,
4294,2,6,1,0,471.9448,2.7282,3.7,0,0,0,
4297,2,6,1,0,473.4361,2.0879,3.7,0,0,0,
4300,2,6,1,0,474.9168,1.421,3.7,0,0,0,
4303,2,6,1,0,476.3856,0.7257,3.7,0,0,0,
4306,2,6,1,0,477.8408,0,3.7,0,0,0,
4309,2,6,1,0,476.4148,-0.7264,3.7,0,0,0,
4312,2,6,1,0,474.9999,-1.4253,3.7,0,0,0,
4315,2,6,1,0,473.5714,-2.0983,3.7,0,0,0,
4318,2,6,1,0,472.1307,-2.7468,3.7,0,0,0,
4321,2,6,1,0,470.6787,-3.3722,3.7,0,0,0,
4324,2,6,1,0,469.2165,-3.9757,3.7,0,0,0,
4327,2,6,1,0,467.7449,-4.5587,3.7,0,0,0,
4330,2,6,1,0,466.2647,-5.1224,3.7,0,0,0,
4333,2,6,1,0,464.7764,-5.6672,3.7,0,0,0,
4336,2,6,1,0,463.2804,-6.1936,3.7,0,0,0,
4339,2,6,1,0,461.7772,-6.7022,3.7,0,0,0,
4342,2,6,1,0,460.2671,-7.1934,3.7,0,0,0,
4345,2,6,1,0,458.7506,-7.6678,3.7,0,0,0,
4348,2,6,1,0,457.2281,-8.1259,3.7,0,0,0,
4351,2,6,1,0,455.6998,-8.5683,3.7,0,0,0,
4354,2,6,1,0,454.1661,-8.9954,3.7,0,0,0,
4357,2,6,1,0,452.6272,-9.4077,3.7,0,0,0,
4360,2,6,1,0,451.0835,-9.8056,3.7,0,0,0,
4363,2,6,1,0,449.5351,-10.1893,3.7,0,0,0,
4366,2,6,1,0,447.9823,-10.5591,3.7,0,0,0,
4369,2,6,1,0,446.4251,-10.9152,3.7,0,0,0,
4372,2,6,1,0,444.8639,-11.2579,3.7,0,0,0,
4375,2,6,1,0,443.2988,-11.5873,3.7,0,0,0,
4378,2,6,1,0,441.7298,-11.9037,3.7,0,0,0,
4381,2,6,1,0,440.1573,-12.2073,3.7,0,0,0,
4384,2,6,1,0,438.5813,-12.4982,3.7,0,0,0,
4387,2,6,1,0,437.0019,-12.7767,3.7,0,0,0,
4390,2,6,1,0,435.4194,-13.0429,3.7,0,0,0,
4393,2,6,1,0,433.8338,-13.2971,3.7,0,0,0,
4396,2,6,1,0,432.2452,-13.5395,3.7,0,0,0,
4399,2,6,1,0,430.6538,-13.77,3.7,0,0,0,
4402,2,6,1,0,429.0597,-13.9888,3.7,0,0,0,
4405,2,6,1,0,427.4629,-14.1959,3.7,0,0,0,
4408,2,6,1,0,425.8636,-14.3915,3.7,0,0,0,
4411,2,6,1,0,424.2618,-14.5756,3.7,0,0,0,
4414,2,6,1,0,422.6577,-14.7483,3.7,0,0,0,
4417,2,6,1,0,421.0513,-14.9097,3.7,0,0,0,
4420,2,6,1,0,419.4428,-15.0598,3.7,0,0,0,
4423,2,6,1,0,417.8321,-15.1989,3.7,0,0,0,
4426,2,6,1,0,416.2195,-15.3268,3.7,0,0,0,
4429,2,6,1,0,414.6049,-15.4438,3.7,0,0,0,
4432,2,6,1,0,412.9885,-15.5498,3.7,0,0,0,
4435,2,6,1,0,411.3704,-15.6448,3.7,0,0,0,
4438,2,6,1,0,409.7505,-15.7288,3.7,0,0,0,
4441,2,6,1,0,408.129,-15.8018,3.7,0,0,0,
4444,2,6,1,0,406.506,-15.8639,3.7,0,0,0,
4447,2,6,1,0,404.8815,-15.915,3.7,0,0,0,
4450,2,6,1,0,403.2556,-15.9552,3.7,0,0,0,
4453,2,6,1,0,401.6284,-15.9844,3.7,0,0,0,
4456,2,6,1,0,400,-16.0027,3.7,0,0,0,
4459,2,6,1,0,398.3704,-16.01,3.7,0,0,0,
4462,2,6,1,0,396.7397,-16.0064,3.7,0,0,0,
4465,2,6,1,0,395.1079,-15.9917,3.7,0,0,0,
4468,2,6,1,0,393.4753,-15.966,3.7,0,0,0,
4471,2,6,1,0,391.8417,-15.9291,3.7,0,0,0,
4474,2,6,1,0,390.2074,-15.881,3.7,0,0,0,
4477,2,6,1,0,388.5723,-15.8217,3.7,0,0,0,
4480,2,6,1,0,386.9367,-15.7511,3.7,0,0,0,
4483,2,6,1,0,385.3004,-15.6691,3.7,0,0,0,
4486,2,6,1,0,383.6637,-15.5757,3.7,0,0,0,
4489,2,6,1,0,382.0266,-15.4708,3.7,0,0,0,
4492,2,6,1,0,380.3893,-15.3544,3.7,0,0,0,
4495,2,6,1,0,378.7516,-15.2263,3.7,0,0,0,
4498,2,6,1,0,377.1139,-15.0864,3.7,0,0,0,
4501,2,6,1,0,375.4762,-14.9345,3.7,0,0,0,
4504,2,6,1,0,373.8386,-14.7705,3.7,0,0,0,
4507,2,6,1,0,372.2011,-14.5943,3.7,0,0,0,
4510,2,6,1,0,370.564,-14.4057,3.7,0,0,0,
4513,2,6,1,0,368.9272,-14.2045,3.7,0,0,0,
4516,2,6,1,0,367.291,-13.9907,3.7,0,0,0,
4519,2,6,1,0,365.6555,-13.7639,3.7,0,0,0,
4522,2,6,1,0,364.0207,-13.5243,3.7,0,0,0,
4525,2,6,1,0,362.3869,-13.2714,3.7,0,0,0,
4528,2,6,1,0,360.7541,-13.0051,3.7,0,0,0,
4531,2,6,1,0,359.1225,-12.7251,3.7,0,0,0,
4534,2,6,1,0,357.4923,-12.4312,3.7,0,0,0,
4537,2,6,1,0,355.8636,-12.1229,3.7,0,0,0,
4540,2,6,1,0,354.2367,-11.8002,3.7,0,0,0,
4543,2,6,1,0,352.6117,-11.4626,3.7,0,0,0,
4546,2,6,1,0,350.9889,-11.11,3.7,0,0,0,
4549,2,6,1,0,349.3685,-10.7418,3.7,0,0,0,
4552,2,6,1,0,347.7507,-10.3577,3.7,0,0,0,
4555,2,6,1,0,346.1357,-9.9573,3.7,0,0,0,
4558,2,6,1,0,344.524,-9.5402,3.7,0,0,0,
4561,2,6,1,0,342.9157,-9.1059,3.7,0,0,0,
4564,2,6,1,0,341.3113,-8.6539,3.7,0,0,0,
4567,2,6,1,0,339.7111,-8.1835,3.7,0,0,0,
4570,2,6,1,0,338.1156,-7.694,3.7,0,0,0,
4573,2,6,1,0,336.5252,-7.185,3.7,0,0,0,
4576,2,6,1,0,334.9404,-6.6556,3.7,0,0,0,
4579,2,6,1,0,333.3618,-6.105,3.7,0,0,0,
4582,2,6,1,0,331.7901,-5.5323,3.7,0,0,0,
4585,2,6,1,0,330.2259,-4.9365,3.7,0,0,0,
4588,2,6,1,0,328.6701,-4.3168,3.7,0,0,0,
4591,2,6,1,0,327.1237,-3.6716,3.7,0,0,0,
4594,2,6,1,0,325.588,-2.9992,3.7,0,0,0,
4597,2,6,1,0,324.0642,-2.2979,3.7,0,0,0,
4600,2,6,1,0,322.5541,-1.566,3.7,0,0,0,
4603,2,6,1,0,321.0597,-0.8009,3.7,0,0,0,
4606,2,6,1,0,319.5833,0,3.7,0,0,0,
4609,2,6,1,0,321.0081,0.8025,3.7,0,0,0,
4612,2,6,1,0,322.4522,1.5719,3.7,0,0,0,
4615,2,6,1,0,323.9133,2.3107,3.7,0,0,0,
4618,2,6,1,0,325.3896,3.0211,3.7,0,0,0,
4621,2,6,1,0,326.8796,3.7047,3.7,0,0,0,
4624,2,6,1,0,328.382,4.3631,3.7,0,0,0,
4627,2,6,1,0,329.8957,4.9978,3.7,0,0,0,
4630,2,6,1,0,331.4196,5.6102,3.7,0,0,0,
4633,2,6,1,0,332.9532,6.2011,3.7,0,0,0,
4636,2,6,1,0,334.4956,6.7712,3.7,0,0,0,
4639,2,6,1,0,336.0464,7.3214,3.7,0,0,0,
4642,2,6,1,0,337.6049,7.8524,3.7,0,0,0,
4645,2,6,1,0,339.1707,8.3648,3.7,0,0,0,
4648,2,6,1,0,340.7433,8.8593,3.7,0,0,0,
4651,2,6,1,0,342.3224,9.3363,3.7,0,0,0,
4654,2,6,1,0,343.9077,9.7964,3.7,0,0,0,
4657,2,6,1,0,345.4986,10.2402,3.7,0,0,0,
4660,2,6,1,0,347.095,10.6681,3.7,0,0,0,
4663,2,6,1,0,348.6966,11.0803,3.7,0,0,0,
4666,2,6,1,0,350.3031,11.4772,3.7,0,0,0,
4669,2,6,1,0,351.9144,11.8591,3.7,0,0,0,
4672,2,6,1,0,353.5301,12.2265,3.7,0,0,0,
4675,2,6,1,0,355.1501,12.5794,3.7,0,0,0,
4678,2,6,1,0,356.7742,12.9183,3.7,0,0,0,
4681,2,6,1,0,358.4022,13.2433,3.7,0,0,0,
4684,2,6,1,0,360.034,13.5545,3.7,0,0,0,
4687,2,6,1,0,361.6694,13.8524,3.7,0,0,0,
4690,2,6,1,0,363.3082,14.137,3.7,0,0,0,
4693,2,6,1,0,364.9503,14.4087,3.7,0,0,0,
4696,2,6,1,0,366.5955,14.6675,3.7,0,0,0,
4699,2,6,1,0,368.2438,14.9135,3.7,0,0,0,
4702,2,6,1,0,369.895,15.1469,3.7,0,0,0,
4705,2,6,1,0,371.5491,15.3677,3.7,0,0,0,
4708,2,6,1,0,373.2058,15.5761,3.7,0,0,0,
4711,2,6,1,0,374.8651,15.7721,3.7,0,0,0,
4714,2,6,1,0,376.5269,15.9559,3.7,0,0,0,
4717,2,6,1,0,378.191,16.1276,3.7,0,0,0,
4720,2,6,1,0,379.8575,16.2872,3.7,0,0,0,
4723,2,6,1,0,381.5261,16.4349,3.7,0,0,0,
4726,2,6,1,0,383.1968,16.5708,3.7,0,0,0,
4729,2,6,1,0,384.8695,16.695,3.7,0,0,0,
4732,2,6,1,0,386.5442,16.8074,3.7,0,0,0,
4735,2,6,1,0,388.2206,16.908,3.7,0,0,0,
4738,2,6,1,0,389.8988,16.9969,3.7,0,0,0,
4741,2,6,1,0,391.5787,17.074,3.7,0,0,0,
4744,2,6,1,0,393.2601,17.1394,3.7,0,0,0,
4747,2,6,1,0,394.9431,17.1931,3.7,0,0,0,
4750,2,6,1,0,396.6274,17.2351,3.7,0,0,0,
4753,2,6,1,0,398.3131,17.2655,3.7,0,0,0,
4756,2,6,1,0,400,17.2841,3.7,0,0,0,
4759,2,6,1,0,401.6881,17.2911,3.7,0,0,0,
4762,2,6,1,0,403.3773,17.2863,3.7,0,0,0,
4765,2,6,1,0,405.0675,17.2698,3.7,0,0,0,
4768,2,6,1,0,406.7586,17.2415,3.7,0,0,0,
4771,2,6,1,0,408.4506,17.2012,3.7,0,0,0,
4774,2,6,1,0,410.1433,17.149,3.7,0,0,0,
4777,2,6,1,0,411.8367,17.0848,3.7,0,0,0,
4780,2,6,1,0,413.5307,17.0086,3.7,0,0,0,
4783,2,6,1,0,415.2251,16.9202,3.7,0,0,0,
4786,2,6,1,0,416.92,16.8196,3.7,0,0,0,
4789,2,6,1,0,418.6151,16.7068,3.7,0,0,0,
4792,2,6,1,0,420.3105,16.5817,3.7,0,0,0,
4795,2,6,1,0,422.006,16.4442,3.7,0,0,0,
4798,2,6,1,0,423.7015,16.294,3.7,0,0,0,
4801,2,6,1,0,425.3969,16.1311,3.7,0,0,0,
4804,2,6,1,0,427.0921,15.9552,3.7,0,0,0,
4807,2,6,1,0,428.7869,15.7662,3.7,0,0,0,
4810,2,6,1,0,430.4813,15.5639,3.7,0,0,0,
4813,2,6,1,0,432.1751,15.3481,3.7,0,0,0,
4816,2,6,1,0,433.8682,15.1187,3.7,0,0,0,
4819,2,6,1,0,435.5605,14.8756,3.7,0,0,0,
4822,2,6,1,0,437.2517,14.6185,3.7,0,0,0,
4825,2,6,1,0,438.9419,14.3472,3.7,0,0,0,
4828,2,6,1,0,440.6307,14.0616,3.7,0,0,0,
4831,2,6,1,0,442.318,13.7612,3.7,0,0,0,
4834,2,6,1,0,444.0037,13.4458,3.7,0,0,0,
4837,2,6,1,0,445.6875,13.1151,3.7,0,0,0,
4840,2,6,1,0,447.3693,12.7688,3.7,0,0,0,
4843,2,6,1,0,449.0487,12.4065,3.7,0,0,0,
4846,2,6,1,0,450.7257,12.028,3.7,0,0,0,
4849,2,6,1,0,452.3998,11.6327,3.7,0,0,0,
4852,2,6,1,0,454.0708,11.2201,3.7,0,0,0,
4855,2,6,1,0,455.7384,10.7898,3.7,0,0,0,
4858,2,6,1,0,457.4023,10.3412,3.7,0,0,0,
4861,2,6,1,0,459.0621,9.874,3.7,0,0,0,
4864,2,6,1,0,460.7173,9.3873,3.7,0,0,0,
4867,2,6,1,0,462.3676,8.8806,3.7,0,0,0,
4870,2,6,1,0,464.0124,8.3531,3.7,0,0,0,
4873,2,6,1,0,465.6513,7.8043,3.7,0,0,0,
4876,2,6,1,0,467.2837,7.2332,3.7,0,0,0,
4879,2,6,1,0,468.9087,6.6388,3.7,0,0,0,
4882,2,6,1,0,470.5256,6.02,3.7,0,0,0,
4885,2,6,1,0,472.1335,5.3755,3.7,0,0,0,
4888,2,6,1,0,473.7314,4.7041,3.7,0,0,0,
4891,2,6,1,0,475.318,4.0041,3.7,0,0,0,
4894,2,6,1,0,476.8918,3.2735,3.7,0,0,0,
4897,2,6,1,0,478.451,2.5104,3.7,0,0,0,
4900,2,6,1,0,479.9938,1.7126,3.7,0,0,0,
4903,2,6,1,0,481.5174,0.8769,3.7,0,0,0,
4906,2,6,1,0,483.0185,-0.0001,3.7,0,0,0,
4909,2,6,1,0,481.5432,-0.8778,3.7,0,0,0,
4912,2,6,1,0,480.0676,-1.7172,3.7,0,0,0,
4915,2,6,1,0,478.5716,-2.5213,3.7,0,0,0,
4918,2,6,1,0,477.0578,-3.2931,3.7,0,0,0,
4921,2,6,1,0,475.5281,-4.0347,3.7,0,0,0,
4924,2,6,1,0,473.9839,-4.7476,3.7,0,0,0,
4927,2,6,1,0,472.4267,-5.4337,3.7,0,0,0,
4930,2,6,1,0,470.8576,-6.0945,3.7,0,0,0,
4933,2,6,1,0,469.2777,-6.7312,3.7,0,0,0,
4936,2,6,1,0,467.6877,-7.3448,3.7,0,0,0,
4939,2,6,1,0,466.0884,-7.9363,3.7,0,0,0,
4942,2,6,1,0,464.4805,-8.5069,3.7,0,0,0,
4945,2,6,1,0,462.8647,-9.0571,3.7,0,0,0,
4948,2,6,1,0,461.2413,-9.5877,3.7,0,0,0,
4951,2,6,1,0,459.6108,-10.0991,3.7,0,0,0,
4954,2,6,1,0,457.9736,-10.592,3.7,0,0,0,
4957,2,6,1,0,456.3302,-11.067,3.7,0,0,0,
4960,2,6,1,0,454.6809,-11.5245,3.7,0,0,0,
4963,2,6,1,0,453.0259,-11.9649,3.7,0,0,0,
4966,2,6,1,0,451.3657,-12.3887,3.7,0,0,0,
4969,2,6,1,0,449.7004,-12.7962,3.7,0,0,0,
4972,2,6,1,0,448.0303,-13.188,3.7,0,0,0,
4975,2,6,1,0,446.3557,-13.5643,3.7,0,0,0,
4978,2,6,1,0,444.6768,-13.9253,3.7,0,0,0,
4981,2,6,1,0,442.9938,-14.2713,3.7,0,0,0,
4984,2,6,1,0,441.3068,-14.6027,3.7,0,0,0,
4987,2,6,1,0,439.6161,-14.9196,3.7,0,0,0,
4990,2,6,1,0,437.9218,-15.2224,3.7,0,0,0,
4993,2,6,1,0,436.2241,-15.5111,3.7,0,0,0,
4996,2,6,1,0,434.5231,-15.7861,3.7,0,0,0,
4999,2,6,1,0,432.819,-16.0474,3.7,0,0,0,
5002,2,6,1,0,431.1119,-16.2951,3.7,0,0,0,
5005,2,6,1,0,429.4019,-16.5293,3.7,0,0,0,
5008,2,6,1,0,427.6892,-16.7502,3.7,0,0,0,
5011,2,6,1,0,425.9738,-16.958,3.7,0,0,0,
5014,2,6,1,0,424.2559,-17.1526,3.7,0,0,0,
5017,2,6,1,0,422.5357,-17.3343,3.7,0,0,0,
5020,2,6,1,0,420.8131,-17.5032,3.7,0,0,0,
5023,2,6,1,0,419.0884,-17.6594,3.7,0,0,0,
5026,2,6,1,0,417.3616,-17.8031,3.7,0,0,0,
5029,2,6,1,0,415.6328,-17.9342,3.7,0,0,0,
5032,2,6,1,0,413.9021,-18.0528,3.7,0,0,0,
5035,2,6,1,0,412.1697,-18.1589,3.7,0,0,0,
5038,2,6,1,0,410.4355,-18.2525,3.7,0,0,0,
5041,2,6,1,0,408.6997,-18.3337,3.7,0,0,0,
5044,2,6,1,0,406.9625,-18.4023,3.7,0,0,0,
5047,2,6,1,0,405.2238,-18.4586,3.7,0,0,0,
5050,2,6,1,0,403.4837,-18.5024,3.7,0,0,0,
5053,2,6,1,0,401.7424,-18.5337,3.7,0,0,0,
5056,2,6,1,0,400,-18.5527,3.7,0,0,0,
5059,2,6,1,0,398.2565,-18.5593,3.7,0,0,0,
5062,2,6,1,0,396.512,-18.5535,3.7,0,0,0,
5065,2,6,1,0,394.7666,-18.5352,3.7,0,0,0,
5068,2,6,1,0,393.0204,-18.5043,3.7,0,0,0,
5071,2,6,1,0,391.2735,-18.4609,3.7,0,0,0,
5074,2,6,1,0,389.526,-18.4047,3.7,0,0,0,
5077,2,6,1,0,387.7779,-18.3358,3.7,0,0,0,
5080,2,6,1,0,386.0295,-18.2542,3.7,0,0,0,
5083,2,6,1,0,384.2807,-18.1596,3.7,0,0,0,
5086,2,6,1,0,382.5316,-18.0522,3.7,0,0,0,
5089,2,6,1,0,380.7825,-17.9318,3.7,0,0,0,
5092,2,6,1,0,379.0333,-17.7983,3.7,0,0,0,
5095,2,6,1,0,377.2842,-17.6516,3.7,0,0,0,
5098,2,6,1,0,375.5353,-17.4916,3.7,0,0,0,
5101,2,6,1,0,373.7867,-17.318,3.7,0,0,0,
5104,2,6,1,0,372.0385,-17.1307,3.7,0,0,0,
5107,2,6,1,0,370.291,-16.9295,3.7,0,0,0,
5110,2,6,1,0,368.5441,-16.7141,3.7,0,0,0,
5113,2,6,1,0,366.7981,-16.4844,3.7,0,0,0,
5116,2,6,1,0,365.0531,-16.2402,3.7,0,0,0,
5119,2,6,1,0,363.3092,-15.9813,3.7,0,0,0,
5122,2,6,1,0,361.5667,-15.7075,3.7,0,0,0,
5125,2,6,1,0,359.8256,-15.4186,3.7,0,0,0,
5128,2,6,1,0,358.0861,-15.1143,3.7,0,0,0,
5131,2,6,1,0,356.3485,-14.7944,3.7,0,0,0,
5134,2,6,1,0,354.613,-14.4585,3.7,0,0,0,
5137,2,6,1,0,352.8797,-14.1063,3.7,0,0,0,
5140,2,6,1,0,351.149,-13.7373,3.7,0,0,0,
5143,2,6,1,0,349.421,-13.3513,3.7,0,0,0,
5146,2,6,1,0,347.696,-12.9477,3.7,0,0,0,
5149,2,6,1,0,345.9744,-12.5262,3.7,0,0,0,
5152,2,6,1,0,344.2565,-12.0862,3.7,0,0,0,
5155,2,6,1,0,342.5427,-11.627,3.7,0,0,0,
5158,2,6,1,0,340.8333,-11.1481,3.7,0,0,0,
5161,2,6,1,0,339.1287,-10.649,3.7,0,0,0,
5164,2,6,1,0,337.4295,-10.1289,3.7,0,0,0,
5167,2,6,1,0,335.7362,-9.587,3.7,0,0,0,
