18411,32220,1
259,453,1
18318,32056,1
259,454,1
18219,31884,1
260,455,1
18116,31703,1
260,456,1
18008,31514,1
261,457,1
17894,31315,1
261,458,1
17775,31107,1
262,459,1
17651,30890,1
263,460,1
17522,30664,1
263,461,1
17387,30428,1
264,462,1
17246,30182,1
265,464,1
17100,29925,1
266,465,1
16947,29658,1
267,467,1
16789,29381,1
267,468,1
16624,29092,1
269,470,1
16453,28793,1
270,472,1
16275,28481,1
271,474,1
16090,28157,1
272,476,1
15897,27821,1
273,479,1
15698,27472,1
275,481,1
15491,27109,1
276,484,1
15275,26732,1
278,487,1
15052,26341,1
280,490,1
14819,25934,1
282,493,1
14578,25512,1
284,497,1
14327,25072,1
286,501,1
14065,24615,1
288,505,1
13793,24139,1
291,510,1
13510,23643,1
294,515,1
13215,23126,1
297,521,1
12907,22587,1
301,527,1
12584,22023,1
305,534,1
12248,21434,1
310,542,1
11894,20815,1
315,551,1
11523,20166,1
321,561,1
11133,19484,1
327,573,1
10721,18763,1
335,587,1
10286,18000,1
344,602,1
9822,17189,1
355,621,1
9328,16324,1
368,644,1
8797,15394,1
384,672,1
8222,14388,1
404,708,1
7593,13288,1
431,755,1
6896,12069,1
469,821,1
6108,10689,1
526,921,1
5187,9077,1
626,1096,1
4042,7074,1
873,1528,1
2372,4151,1
155,271,1
161,282,1
168,294,1
174,305,1
181,317,1
188,330,1
195,342,1
202,354,1
209,367,1
216,379,1
224,392,1
231,404,1
238,417,1
245,430,1
252,442,1
260,455,1
267,468,1
274,480,1
281,493,1
218,382,1
225,394,1
232,406,1
239,418,1
246,430,1
253,443,1
260,455,1
267,468,1
274,480,1
281,492,1
288,505,1
295,517,1
302,530,1
310,542,1
317,555,1
324,567,1
331,579,1
338,592,1
345,604,1
352,616,1
321,561,1
293,513,1
300,525,1
307,537,1
314,550,1
321,562,1
328,575,1
335,587,1
342,599,1
349,612,1
357,624,1
364,637,1
371,649,1
378,661,1
385,674,1
392,686,1
399,698,1
406,711,1
413,723,1
420,735,1
358,626,1
365,639,1
372,651,1
379,663,1
386,676,1
393,688,1
400,701,1
407,713,1
414,725,1
421,738,1
428,750,1
435,762,1
442,775,1
449,787,1
457,799,1
464,812,1
471,824,1
478,836,1
485,849,1
492,861,1
461,807,1
440,771,1
446,780,1
451,789,1
456,799,1
461,808,1
467,817,1
472,826,1
477,835,1
482,845,1
488,854,1
493,863,1
498,872,1
504,882,1
509,891,1
514,900,1
519,909,1
524,918,1
530,927,1
535,936,1
489,856,1
494,866,1
500,875,1
505,884,1
510,893,1
516,903,1
521,912,1
526,921,1
531,930,1
537,939,1
542,949,1
547,958,1
552,967,1
558,976,1
563,985,1
568,995,1
573,1004,1
579,1013,1
584,1022,1
589,1031,1
566,991,1
550,962,1
554,970,1
558,978,1
563,985,1
567,993,1
571,1000,1
576,1008,1
580,1016,1
584,1023,1
589,1031,1
593,1038,1
597,1046,1
602,1054,1
606,1061,1
610,1069,1
615,1076,1
619,1084,1
623,1091,1
627,1098,1
591,1034,1
595,1041,1
599,1049,1
604,1057,1
608,1064,1
612,1072,1
617,1079,1
621,1087,1
625,1095,1
630,1102,1
634,1110,1
638,1117,1
643,1125,1
647,1132,1
651,1140,1
655,1147,1
660,1155,1
664,1162,1
668,1170,1
673,1177,1
654,1145,1
640,1121,1
644,1127,1
648,1134,1
651,1140,1
655,1147,1
659,1154,1
663,1160,1
666,1167,1
670,1173,1
674,1180,1
678,1186,1
681,1193,1
685,1199,1
689,1206,1
693,1212,1
696,1219,1
700,1225,1
704,1232,1
707,1238,1
676,1183,1
680,1190,1
683,1196,1
687,1203,1
691,1209,1
695,1216,1
698,1223,1
702,1229,1
706,1236,1
710,1242,1
713,1249,1
717,1255,1
721,1262,1
725,1268,1
728,1275,1
732,1281,1
736,1288,1
739,1294,1
743,1300,1
747,1307,1
731,1280,1
719,1259,1
722,1264,1
726,1270,1
729,1276,1
732,1282,1
735,1287,1
739,1293,1
742,1299,1
745,1305,1
749,1311,1
752,1317,1
755,1322,1
759,1328,1
762,1334,1
765,1340,1
769,1345,1
772,1351,1
775,1356,1
778,1362,1
751,1315,1
754,1321,1
758,1326,1
761,1332,1
764,1338,1
768,1344,1
771,1349,1
774,1355,1
777,1361,1
781,1367,1
784,1373,1
787,1378,1
791,1384,1
794,1390,1
797,1396,1
801,1401,1
804,1407,1
807,1413,1
810,1418,1
813,1424,1
800,1400,1
789,1382,1
792,1387,1
795,1392,1
798,1397,1
801,1402,1
804,1408,1
807,1413,1
810,1418,1
813,1423,1
816,1429,1
819,1434,1
822,1439,1
825,1444,1
828,1450,1
831,1455,1
834,1460,1
837,1465,1
840,1470,1
842,1474,1
819,1433,1
822,1438,1
825,1444,1
828,1449,1
831,1454,1
834,1459,1
837,1464,1
840,1470,1
843,1475,1
846,1480,1
849,1485,1
852,1491,1
854,1496,1
857,1501,1
860,1506,1
863,1511,1
866,1516,1
869,1521,1
872,1526,1
875,1531,1
863,1511,1
854,1494,1
856,1499,1
859,1503,1
862,1508,1
864,1513,1
867,1518,1
870,1522,1
873,1527,1
875,1532,1
878,1537,1
881,1542,1
883,1546,1
886,1551,1
889,1556,1
892,1561,1
894,1565,1
897,1570,1
899,1574,1
902,1578,1
881,1542,1
883,1546,1
886,1551,1
889,1556,1
892,1561,1
894,1565,1
897,1570,1
900,1575,1
902,1580,1
905,1584,1
908,1589,1
911,1594,1
913,1599,1
916,1604,1
919,1608,1
921,1613,1
924,1618,1
927,1622,1
929,1626,1
931,1630,1
921,1612,1
913,1598,1
915,1602,1
918,1606,1
920,1611,1
923,1615,1
925,1619,1
928,1624,1
930,1628,1
933,1633,1
935,1637,1
938,1642,1
940,1646,1
943,1651,1
945,1655,1
948,1659,1
950,1663,1
953,1668,1
955,1671,1
957,1675,1
938,1642,1
941,1647,1
943,1651,1
946,1655,1
948,1660,1
951,1664,1
953,1668,1
956,1673,1
958,1677,1
961,1682,1
963,1686,1
966,1691,1
968,1695,1
971,1699,1
973,1704,1
976,1708,1
978,1712,1
981,1716,1
983,1720,1
985,1724,1
976,1708,1
968,1695,1
970,1699,1
973,1703,1
975,1707,1
977,1711,1
980,1715,1
982,1719,1
984,1723,1
987,1727,1
989,1731,1
991,1735,1
994,1740,1
996,1744,1
998,1748,1
1001,1752,1
1003,1756,1
1005,1759,1
1007,1763,1
1008,1765,1
992,1736,1
994,1741,1
997,1745,1
999,1749,1
1001,1753,1
1004,1757,1
1006,1761,1
1008,1765,1
1011,1769,1
1013,1773,1
1015,1777,1
1018,1782,1
1020,1786,1
1023,1790,1
1025,1794,1
1027,1798,1
1029,1802,1
1031,1805,1
1033,1809,1
1035,1811,1
1027,1797,1
1020,1786,1
1022,1789,1
1024,1793,1
1027,1797,1
1029,1801,1
1031,1805,1
1033,1808,1
1035,1812,1
1038,1816,1
1040,1820,1
1042,1824,1
1044,1828,1
1046,1832,1
1049,1835,1
1051,1839,1
1053,1843,1
1055,1846,1
1056,1849,1
1057,1851,1
1043,1825,1
1045,1829,1
1047,1833,1
1049,1837,1
1052,1841,1
1054,1845,1
1056,1848,1
1058,1852,1
1060,1856,1
1063,1860,1
1065,1864,1
1067,1868,1
1069,1872,1
1071,1875,1
1074,1879,1
1076,1883,1
1078,1887,1
1080,1890,1
1081,1893,1
1082,1894,1
1075,1882,1
1070,1872,1
1072,1876,1
1074,1879,1
1076,1883,1
1078,1886,1
1080,1890,1
1082,1894,1
1084,1897,1
1086,1901,1
1088,1905,1
1090,1908,1
1092,1912,1
1094,1915,1
1096,1919,1
1098,1922,1
1100,1926,1
1102,1929,1
1103,1931,1
1104,1932,1
1091,1909,1
1093,1914,1
1095,1917,1
1097,1921,1
1099,1924,1
1102,1928,1
1104,1932,1
1106,1935,1
1108,1939,1
1110,1943,1
1112,1946,1
1114,1950,1
1116,1954,1
1118,1957,1
1120,1961,1
1122,1964,1
1124,1968,1
1126,1971,1
1127,1973,1
1128,1974,1
1121,1962,1
1117,1954,1
1118,1958,1
1120,1961,1
1122,1964,1
1124,1968,1
1126,1971,1
1128,1975,1
1130,1978,1
1132,1982,1
1134,1985,1
1136,1989,1
1138,1992,1
1140,1996,1
1142,1999,1
1144,2002,1
1146,2005,1
1147,2008,1
1149,2010,1
1148,2009,1
1136,1989,1
1139,1994,1
1141,1998,1
1143,2001,1
1145,2005,1
1147,2008,1
1149,2011,1
1151,2015,1
1153,2018,1
1155,2022,1
1157,2025,1
1159,2029,1
1161,2032,1
1163,2036,1
1165,2039,1
1167,2042,1
1169,2045,1
1170,2048,1
1171,2050,1
1171,2049,1
1165,2039,1
1162,2033,1
1164,2037,1
1165,2040,1
1167,2043,1
1169,2046,1
1171,2050,1
1173,2053,1
1175,2056,1
1177,2060,1
1179,2063,1
1180,2066,1
1182,2070,1
1184,2073,1
1186,2076,1
1188,2079,1
1189,2082,1
1191,2085,1
1192,2086,1
1190,2083,1
1180,2065,1
1184,2072,1
1186,2075,1
1188,2079,1
1189,2082,1
1191,2085,1
1193,2088,1
1195,2092,1
1197,2095,1
1199,2098,1
1201,2102,1
1203,2105,1
1205,2108,1
1206,2112,1
1208,2115,1
1210,2118,1
1212,2121,1
1213,2123,1
1214,2125,1
1212,2121,1
1207,2112,1
1205,2109,1
1207,2113,1
1209,2116,1
1211,2119,1
1212,2122,1
1214,2125,1
1216,2128,1
1218,2131,1
1220,2135,1
1221,2138,1
1223,2141,1
1225,2144,1
1227,2147,1
1229,2150,1
1230,2153,1
1232,2156,1
1233,2158,1
1234,2160,1
1230,2153,1
1221,2138,1
1227,2147,1
1228,2150,1
1230,2153,1
1232,2156,1
1234,2160,1
1236,2163,1
1237,2166,1
1239,2169,1
1241,2172,1
1243,2176,1
1245,2179,1
1247,2182,1
1248,2185,1
1250,2188,1
1252,2191,1
1253,2194,1
1255,2196,1
1255,2197,1
1251,2190,1
1247,2182,1
1247,2183,1
1249,2186,1
1251,2189,1
1253,2192,1
1254,2195,1
1256,2198,1
1258,2202,1
1260,2205,1
1261,2208,1
1263,2211,1
1265,2214,1
1267,2217,1
1268,2220,1
1270,2223,1
1272,2226,1
1273,2228,1
1274,2230,1
1275,2231,1
1268,2220,1
1261,2206,1
1268,2220,1
1270,2223,1
1272,2226,1
1274,2229,1
1275,2232,1
1277,2235,1
1279,2238,1
1281,2241,1
1282,2244,1
1284,2248,1
1286,2251,1
1288,2254,1
1289,2257,1
1291,2260,1
1293,2262,1
1294,2265,1
1295,2267,1
1296,2268,1
1288,2254,1
1284,2248,1
1288,2255,1
1290,2258,1
1292,2261,1
1294,2264,1
1295,2267,1
1297,2270,1
1299,2273,1
1300,2276,1
1302,2279,1
1304,2282,1
1306,2285,1
1307,2288,1
1309,2291,1
1311,2294,1
1312,2297,1
1314,2299,1
1315,2301,1
1315,2301,1
1304,2282,1
1297,2271,1
1309,2291,1
1311,2294,1
1313,2297,1
1314,2300,1
1316,2303,1
1318,2306,1
1319,2309,1
1321,2312,1
1323,2315,1
1325,2318,1
1326,2321,1
1328,2324,1
1330,2327,1
1331,2330,1
1333,2333,1
1334,2335,1
1335,2337,1
1335,2337,1
1322,2314,1
1319,2308,1
1328,2325,1
1331,2329,1
1332,2332,1
1334,2335,1
1336,2338,1
1337,2341,1
1339,2344,1
1341,2347,1
1342,2350,1
1344,2353,1
1346,2356,1
1347,2358,1
1349,2361,1
1351,2364,1
1352,2367,1
1354,2369,1
1355,2371,1
1355,2371,1
1338,2341,1
1332,2331,1
1349,2361,1
1351,2365,1
1353,2368,1
1354,2371,1
1356,2374,1
1358,2376,1
1359,2379,1
1361,2382,1
1363,2385,1
1365,2388,1
1366,2391,1
1368,2394,1
1370,2397,1
1371,2400,1
1373,2403,1
1374,2405,1
1375,2407,1
1375,2407,1
1355,2372,1
1352,2367,1
1368,2395,1
1371,2399,1
1372,2402,1
1374,2405,1
1376,2408,1
1377,2411,1
1379,2414,1
1381,2417,1
1382,2420,1
1384,2423,1
1386,2426,1
1388,2429,1
1389,2431,1
1391,2434,1
1392,2437,1
1394,2439,1
1394,2441,1
1394,2440,1
1372,2402,1
1367,2393,1
1389,2431,1
1391,2435,1
1393,2438,1
1394,2441,1
1396,2444,1
1398,2447,1
1400,2450,1
1401,2453,1
1403,2456,1
1405,2459,1
1406,2462,1
1408,2464,1
1410,2467,1
1411,2470,1
1413,2473,1
1414,2475,1
1415,2477,1
1415,2476,1
1391,2435,1
1389,2430,1
1408,2465,1
1411,2469,1
1412,2472,1
1414,2475,1
1416,2478,1
1417,2481,1
1419,2484,1
1421,2487,1
1422,2490,1
1424,2493,1
1426,2496,1
1428,2499,1
1429,2501,1
1431,2504,1
1432,2507,1
1433,2509,1
1434,2510,1
1434,2509,1
1409,2466,1
1405,2458,1
1429,2500,1
1431,2505,1
1433,2508,1
1435,2511,1
1436,2514,1
1438,2517,1
1440,2520,1
1441,2523,1
1443,2526,1
1445,2529,1
1446,2532,1
1448,2534,1
1450,2537,1
1451,2540,1
1453,2543,1
1454,2545,1
1455,2546,1
1454,2545,1
1429,2501,1
1427,2497,1
1448,2534,1
1451,2539,1
1452,2542,1
1454,2545,1
1456,2548,1
1457,2551,1
1459,2554,1
1461,2557,1
1463,2560,1
1464,2563,1
1466,2566,1
1468,2569,1
1469,2571,1
1471,2574,1
1472,2577,1
1473,2579,1
1474,2580,1
1473,2579,1
1448,2534,1
1444,2527,1
1468,2570,1
1471,2575,1
1473,2578,1
1475,2581,1
1476,2584,1
1478,2587,1
1480,2590,1
1481,2593,1
1483,2596,1
1485,2599,1
1486,2602,1
1488,2605,1
1490,2607,1
1491,2610,1
1493,2613,1
1494,2615,1
1495,2616,1
1494,2614,1
1468,2569,1
1466,2566,1
1488,2604,1
1491,2609,1
1492,2612,1
1494,2615,1
1496,2618,1
1497,2621,1
1499,2624,1
1501,2627,1
1503,2630,1
1504,2633,1
1506,2636,1
1508,2639,1
1509,2641,1
1511,2644,1
1512,2647,1
1513,2649,1
1514,2650,1
1513,2648,1
1487,2603,1
1484,2597,1
1508,2640,1
1511,2645,1
1513,2648,1
1515,2651,1
1516,2654,1
1518,2657,1
1520,2660,1
1521,2663,1
1523,2666,1
1525,2669,1
1526,2672,1
1528,2675,1
1530,2677,1
1531,2680,1
1533,2683,1
1534,2685,1
1534,2686,1
1533,2683,1
1508,2640,1
1507,2637,1
1528,2674,1
1531,2679,1
1533,2682,1
1534,2685,1
1536,2688,1
1538,2691,1
1539,2694,1
1541,2697,1
1543,2700,1
1544,2703,1
1546,2706,1
1548,2709,1
1549,2711,1
1551,2714,1
1552,2717,1
1553,2719,1
1554,2720,1
1552,2717,1
1528,2674,1
1525,2669,1
1548,2709,1
1551,2715,1
1553,2718,1
1555,2721,1
1556,2724,1
1558,2727,1
1560,2730,1
1561,2733,1
1563,2736,1
1565,2739,1
1566,2742,1
1568,2745,1
1570,2747,1
1571,2750,1
1573,2752,1
1574,2754,1
1574,2755,1
1573,2752,1
1549,2711,1
1547,2708,1
1567,2743,1
1571,2749,1
1573,2752,1
1574,2755,1
1576,2758,1
1578,2761,1
1579,2764,1
1581,2767,1
1583,2770,1
1584,2773,1
1586,2776,1
1588,2779,1
1589,2782,1
1591,2784,1
1592,2787,1
1593,2788,1
1594,2789,1
1592,2786,1
1569,2746,1
1566,2741,1
1588,2779,1
1591,2785,1
1593,2788,1
1595,2791,1
1596,2794,1
1598,2797,1
1600,2800,1
1602,2803,1
1603,2806,1
1605,2809,1
1607,2812,1
1608,2815,1
1610,2817,1
1611,2820,1
1613,2822,1
1614,2824,1
1614,2825,1
1612,2821,1
1590,2783,1
1589,2780,1
1607,2813,1
1611,2819,1
1613,2822,1
1614,2825,1
1616,2828,1
1618,2831,1
1619,2834,1
1621,2837,1
1623,2840,1
1624,2843,1
1626,2846,1
1628,2849,1
1629,2852,1
1631,2854,1
1632,2856,1
1633,2858,1
1633,2859,1
1631,2855,1
1610,2818,1
1607,2813,1
1627,2848,1
1631,2855,1
1633,2858,1
1635,2861,1
1637,2864,1
1638,2867,1
1640,2870,1
1642,2873,1
1643,2876,1
1645,2879,1
1647,2882,1
1648,2885,1
1650,2887,1
1651,2890,1
1653,2892,1
1654,2894,1
1654,2895,1
1651,2890,1
1631,2855,1
1630,2853,1
1647,2882,1
1651,2889,1
1653,2893,1
1654,2896,1
1656,2898,1
1658,2901,1
1659,2904,1
1661,2907,1
1663,2910,1
1664,2913,1
1666,2916,1
1668,2919,1
1669,2922,1
1671,2924,1
1672,2926,1
1673,2928,1
1673,2929,1
1671,2924,1
1651,2890,1
1649,2886,1
1667,2918,1
1671,2925,1
1673,2928,1
1675,2932,1
1677,2934,1
1678,2937,1
1680,2940,1
1682,2943,1
1683,2946,1
1685,2949,1
1687,2952,1
1688,2955,1
1690,2957,1
1691,2960,1
1693,2962,1
1693,2964,1
1694,2964,1
1691,2960,1
1672,2927,1
1671,2925,1
1687,2952,1
1691,2959,1
1693,2963,1
1694,2966,1
1696,2969,1
1698,2971,1
1699,2974,1
1701,2977,1
1703,2980,1
1704,2983,1
1706,2986,1
1708,2989,1
1709,2992,1
1711,2994,1
1712,2996,1
1713,2998,1
1713,2998,1
1710,2993,1
1692,2962,1
1690,2958,1
1707,2988,1
1711,2995,1
1713,2999,1
1715,3002,1
1717,3005,1
1718,3007,1
1720,3010,1
1722,3013,1
1723,3016,1
1725,3019,1
1727,3022,1
1728,3025,1
1730,3027,1
1731,3030,1
1732,3032,1
1733,3034,1
1733,3034,1
1730,3029,1
1713,2999,1
1713,2997,1
1726,3022,1
1731,3029,1
1733,3033,1
1735,3036,1
1736,3039,1
1738,3042,1
1740,3045,1
1741,3047,1
1743,3050,1
1744,3053,1
1746,3056,1
1748,3059,1
1749,3062,1
1751,3064,1
1752,3066,1
1753,3068,1
1753,3068,1
1750,3062,1
1733,3034,1
1732,3031,1
1747,3057,1
1751,3065,1
1753,3069,1
1755,3072,1
1757,3075,1
1758,3078,1
1760,3080,1
1762,3083,1
1763,3086,1
1765,3089,1
1767,3092,1
1768,3095,1
1770,3097,1
1771,3100,1
1772,3102,1
1773,3104,1
1773,3104,1
1770,3098,1
1755,3071,1
1754,3069,1
1766,3091,1
1771,3099,1
1773,3103,1
1775,3106,1
1776,3109,1
1778,3112,1
1780,3115,1
1781,3118,1
1783,3120,1
1785,3123,1
1786,3126,1
1788,3129,1
1789,3132,1
1791,3134,1
1792,3136,1
1793,3138,1
1793,3137,1
1789,3132,1
1775,3106,1
1773,3103,1
1787,3127,1
1791,3135,1
1793,3139,1
1795,3142,1
1797,3145,1
1798,3148,1
1800,3151,1
1802,3153,1
1803,3156,1
1805,3159,1
1807,3162,1
1808,3165,1
1810,3168,1
1811,3170,1
1812,3172,1
1813,3174,1
1813,3173,1
1810,3167,1
1796,3143,1
1795,3141,1
1806,3161,1
1811,3169,1
1813,3173,1
1815,3176,1
1816,3179,1
1818,3182,1
1820,3185,1
1821,3188,1
1823,3190,1
1825,3193,1
1826,3196,1
1828,3199,1
1829,3202,1
1831,3204,1
1832,3206,1
1833,3208,1
1832,3207,1
1829,3201,1
1816,3178,1
1814,3175,1
1826,3197,1
1831,3205,1
1833,3209,1
1835,3212,1
1837,3215,1
1838,3218,1
1840,3221,1
1842,3224,1
1843,3226,1
1845,3229,1
1847,3232,1
1848,3235,1
1850,3238,1
1851,3240,1
1852,3242,1
1853,3243,1
1853,3243,1
1849,3237,1
1837,3214,1
1836,3213,1
1846,3231,1
1851,3239,1
1853,3243,1
1855,3246,1
1856,3249,1
1858,3252,1
1860,3255,1
1861,3258,1
1863,3261,1
1865,3263,1
1866,3266,1
1868,3269,1
1869,3272,1
1871,3274,1
1872,3276,1
1873,3277,1
1872,3277,1
1869,3270,1
1857,3249,1
1855,3247,1
1866,3267,1
1871,3275,1
1873,3279,1
1875,3282,1
1877,3285,1
1879,3288,1
1880,3291,1
1882,3294,1
1884,3297,1
1885,3299,1
1887,3302,1
1888,3305,1
1890,3308,1
1891,3310,1
1892,3312,1
1893,3313,1
1893,3312,1
1889,3306,1
1878,3286,1
1877,3285,1
1886,3301,1
1890,3309,1
1893,3313,1
1895,3316,1
1896,3319,1
1898,3322,1
1900,3325,1
1901,3328,1
1903,3331,1
1905,3333,1
1906,3336,1
1908,3339,1
1909,3342,1
1911,3344,1
1912,3346,1
1912,3347,1
1912,3346,1
1908,3340,1
1897,3321,1
1896,3319,1
1906,3336,1
1911,3344,1
1913,3349,1
1915,3352,1
1917,3355,1
1919,3358,1
1920,3361,1
1922,3364,1
1924,3367,1
1925,3369,1
1927,3372,1
1928,3375,1
1930,3378,1
1931,3380,1
1932,3382,1
1933,3383,1
1932,3382,1
1929,3376,1
1918,3357,1
1918,3357,1
1926,3370,1
1930,3379,1
1933,3383,1
1935,3386,1
1936,3389,1
1938,3392,1
1940,3395,1
1941,3398,1
1943,3401,1
1945,3404,1
1946,3406,1
1948,3409,1
1949,3412,1
1951,3414,1
1952,3416,1
1952,3417,1
1952,3416,1
1948,3409,1
1938,3392,1
1937,3390,1
1946,3406,1
1951,3414,1
1953,3419,1
1955,3422,1
1957,3425,1
1959,3428,1
1960,3431,1
1962,3434,1
1964,3437,1
1965,3439,1
1967,3442,1
1968,3445,1
1970,3448,1
1971,3450,1
1972,3452,1
1973,3453,1
1972,3452,1
1968,3445,1
1959,3429,1
1959,3428,1
1966,3440,1
1970,3449,1
1973,3453,1
1975,3456,1
1976,3459,1
1978,3462,1
1980,3465,1
1981,3468,1
1983,3471,1
1985,3474,1
1986,3476,1
1988,3479,1
1989,3482,1
1991,3484,1
1992,3486,1
1992,3487,1
1992,3486,1
1988,3479,1
1979,3463,1
1978,3462,1
1986,3476,1
1991,3484,1
1993,3489,1
1995,3492,1
1997,3495,1
1999,3498,1
2000,3501,1
2002,3504,1
2004,3507,1
2005,3510,1
2007,3512,1
2008,3515,1
2010,3518,1
2011,3520,1
2012,3522,1
2013,3523,1
2012,3521,1
2008,3515,1
2000,3500,1
1999,3499,1
2006,3510,1
2010,3518,1
2013,3523,1
2015,3526,1
2017,3529,1
2018,3532,1
2020,3535,1
2021,3538,1
2023,3541,1
2025,3544,1
2026,3546,1
2028,3549,1
2029,3552,1
2031,3554,1
2032,3556,1
2032,3557,1
2031,3555,1
2028,3549,1
2020,3535,1
2019,3533,1
2026,3546,1
2031,3554,1
2033,3559,1
2035,3562,1
2037,3565,1
2039,3568,1
2040,3571,1
2042,3574,1
2044,3577,1
2045,3580,1
2047,3582,1
2048,3585,1
2050,3588,1
2051,3590,1
2052,3592,1
2053,3592,1
2052,3591,1
2048,3585,1
2040,3571,1
2040,3570,1
2046,3580,1
2050,3588,1
2053,3593,1
2055,3596,1
2057,3599,1
2058,3602,1
2060,3605,1
2062,3608,1
2063,3611,1
2065,3614,1
2066,3617,1
2068,3619,1
2069,3622,1
2071,3624,1
2072,3626,1
2072,3626,1
2071,3625,1
2067,3618,1
2060,3606,1
2059,3604,1
2066,3616,1
2071,3624,1
2073,3629,1
2075,3632,1
2077,3635,1
2079,3638,1
2080,3641,1
2082,3644,1
2084,3647,1
2085,3650,1
2087,3652,1
2088,3655,1
2090,3658,1
2091,3660,1
2092,3662,1
2093,3662,1
2092,3661,1
2088,3654,1
2081,3642,1
2081,3641,1
2086,3650,1
2090,3658,1
2093,3663,1
2095,3666,1
2097,3669,1
2098,3672,1
2100,3675,1
2102,3678,1
2103,3681,1
2105,3684,1
2106,3687,1
2108,3689,1
2109,3692,1
2111,3694,1
2112,3696,1
2112,3696,1
2111,3695,1
2107,3688,1
2101,3676,1
2100,3675,1
2106,3686,1
2111,3694,1
2113,3699,1
2115,3702,1
2117,3705,1
2119,3708,1
2120,3711,1
2122,3714,1
2124,3717,1
2125,3720,1
2127,3722,1
2128,3725,1
2130,3728,1
2131,3730,1
2132,3732,1
2132,3732,1
2132,3731,1
2128,3724,1
2121,3713,1
2121,3712,1
2126,3720,1
2130,3728,1
2133,3733,1
2135,3736,1
2137,3740,1
2138,3742,1
2140,3745,1
2142,3748,1
2143,3751,1
2145,3754,1
2146,3757,1
2148,3759,1
2149,3762,1
2151,3764,1
2152,3766,1
2152,3766,1
2151,3764,1
2147,3758,1
2141,3747,1
2141,3746,1
2146,3756,1
2151,3764,1
2153,3769,1
2155,3772,1
2157,3775,1
2159,3778,1
2161,3781,1
2162,3784,1
2164,3787,1
2165,3790,1
2167,3793,1
2168,3795,1
2170,3798,1
2171,3800,1
2172,3801,1
2172,3802,1
2171,3800,1
2168,3794,1
2162,3784,1
